"word1","word2","n"
"sign","merchandise",6468
"stand","atm",6468
"street","blocked",6468
"tree","vendor",6468
"vendor","dumpster",6468
"age","60",6454
"request","correct",6413
"building","occupancy",6198
"illegal","building",6198
"past","conversion",6198
"box","spring",6157
"power","outage",6030
"grass","clippings",5991
"sidewalk","violation",5974
"violation","request",5974
"water","quality",5951
"building","water",5856
"water","tank",5856
"odor","taste",5846
"tank","inspections",5846
"water","learn",5846
"water","odor",5846
"emergency","services",5836
"government","information",5836
"stop","shop",5836
"current","time",5820
"today's","date",5820
"unpaid","parking",5760
"landlord","harasses",5712
"tax","class",5641
"civil","service",5633
"specific","location",5606
"property","owners",5603
"rats","mice",5600
"account","issues",5574
"filed","business",5574
"filing","payment",5574
"tax","return",5574
"parking","regulations",5542
"homeowners","exemption",5511
"exams","including",5484
"fees","change",5484
"including","results",5484
"personal","information",5484
"results","schedules",5484
"schedules","fees",5484
"service","exams",5484
"criminal","moving",5438
"moving","violations",5438
"assistance","welfare",5330
"center","locations",5330
"change","requests",5326
"parking","suspensions",5326
"report","rats",5311
"engine","idling",5300
"honking","engine",5300
"horn","honking",5300
"including","horn",5300
"loud","music",5300
"water","pressure",5294
"water","water",5294
"recorded","information",5250
"rent","controlled",5250
"stabilized","apartments",5250
"section","8",5186
"criminal","activity",5086
"location","information",5077
"office","location",5077
"basement","learn",5041
"prevent","leaks",5041
"property","damage",4992
"bathtub","drain",4977
"heavy","rainfall",4977
"sewage","coming",4977
"sink","drain",4977
"toilet","sink",4977
"found","guilty",4908
"hearing","decision",4908
"violation","hearing",4908
"fire","hydrant",4850
"curbside","tree",4799
"insurance","coverage",4785
"illegal","practices",4783
"report","unfair",4783
"city","government",4729
"police","custody",4631
"city","contractor",4627
"eligible","adults",4622
"free","health",4622
"class","exemptions",4582
"property's","values",4582
"values","tax",4582
"contractor","including",4571
"including","damage",4571
"personal","injury",4571
"report","personal",4571
"leaves","grass",4535
"citizen","homeowners",4516
"taste","discolor",4503
"report","discrimination",4471
"related","emergency",4439
"employment","housing",4415
"housing","public",4415
"public","accommodations",4415
"traffic","condition",4397
"travel","conditions",4397
"york","metro",4397
"assistance","recipients",4383
"sexual","harassment",4356
"report","abuse",4237
"boiler","repairs",4228
"heap","paying",4228
"heat","utilities",4228
"income","households",4228
"city","parking",4208
"taxi","driver",4088
"18","inches",4071
"gutter","including",4071
"including","18",4071
"driving","refusing",4066
"including","rudeness",4066
"maintenance","issues",4066
"rudeness","unsafe",4066
"unsafe","driving",4066
"affordable","apartment",4059
"housing","plan",4059
"housing","study",4059
"meter","information",4059
"start","stop",4059
"food","establishments",4052
"food","protection",4052
"protection","courses",4052
"dangerous","condition",4046
"report","stolen",4033
"stolen","property",4033
"cat","calling",4032
"harassment","cat",4032
"harassment","including",4032
"including","sexual",4032
"mobile","app",4032
"street","parking",3996
"city","sidewalks",3972
"free","repair",3972
"qualifying","city",3972
"roots","request",3972
"severely","damaged",3972
"sidewalk","tree",3972
"tree","consultation",3972
"tree","roots",3972
"water","main",3965
"8","program",3935
"correction","custody",3894
"medical","attention",3894
"doe","chancellor",3874
"doe","public",3874
"doe","staff",3874
"education","doe",3874
"school","teachers",3874
"teachers","principals",3874
"permit","inspection",3869
"pre","permit",3869
"bed","bugs",3859
"postal","service",3841
"service","products",3841
"violations","issued",3815
"christmas","day",3802
"december","25th",3802
"wednesday","december",3802
"child","abuse",3749
"abandoned","animal",3723
"government","processes",3708
"mayor","including",3708
"submit","opinions",3708
"police","officer",3646
"apartment","defective",3605
"electrical","equipment",3605
"exposed","wiring",3605
"faulty","outdoor",3605
"outdoor","electrical",3605
"domestic","violence",3600
"business","employ",3494
"employ","capital",3494
"lease","property",3494
"authority","discourtesy",3491
"force","abuse",3491
"nypd","criminal",3491
"offensive","language",3491
"officer","report",3491
"report","nypd",3491
"report","unnecessary",3491
"day","care",3482
"filing","options",3473
"free","tax",3473
"emergency","assistance",3445
"residential","units",3438
"eviction","notice",3432
"homebase","program",3432
"city","tree",3406
"enrollment","center",3399
"idnyc","issues",3399
"issues","status",3399
"mobile","enrollment",3399
"short","term",3368
"term","emergency",3353
"car","service",3337
"guard","dog",3329
"loss","theft",3329
"report","loss",3329
"city","residency",3319
"prove","identity",3319
"required","documents",3319
"dog","license",3311
"request","register",3311
"catch","basin",3263
"lien","sale",3220
"car","accident",3210
"illegal","drug",3198
"household","garbage",3170
"proper","disposal",3170
"bakery","food",3161
"cafeteria","bakery",3161
"cart","stand",3161
"deli","grocery",3161
"food","cart",3161
"grocery","market",3161
"market","cafeteria",3161
"restaurant","deli",3161
"stand","truck",3161
"unsanitary","restaurant",3161
"housing","options",3143
"driver","photo",3139
"id","card",3139
"photo","id",3139
"cash","assistance",3134
"home","care",3130
"request","pruning",3074
"tree","pruning",3074
"verizon","telephone",3045
"public","hospitals",3032
"registrations","titles",3020
"titles","license",3020
"vehicle","registrations",3020
"food","spoiled",3015
"idnyc","card",3011
"bail","mailing",2994
"charges","court",2994
"court","date",2994
"date","bail",2994
"inmate's","location",2994
"location","id",2994
"mailing","address",2994
"release","date",2994
"inadequate","street",2965
"report","missed",2965
"street","cleaning",2965
"batteries","oil",2962
"oil","paint",2962
"special","waste",2962
"highway","bridge",2953
"consumer","affairs",2940
"fire","department",2931
"street","sign",2924
"benefit","cards",2914
"card","balance",2914
"change","pin",2914
"medicaid","benefit",2914
"replace","lost",2914
"snap","cash",2914
"stolen","cards",2914
"sanitation","vehicle",2909
"carryout","bags",2885
"limousine","ambulette",2882
"paper","bags",2859
"plastic","carryout",2859
"gas","related",2850
"tax","liens",2827
"taxes","water",2827
"unpaid","property",2827
"main","break",2767
"metered","parking",2745
"report","garbage",2738
"agency","record",2706
"foil","request",2706
"information","law",2706
"law","foil",2706
"corrections","facility",2667
"repeatedly","occupies",2622
"judgment","debt",2617
"january","1st",2599
"wednesday","january",2599
"year's","day",2599
"homeless","people",2570
"entering","someone's",2557
"report","trespassing",2557
"someone's","property",2557
"code","noise",2552
"current","noise",2552
"noise","code",2552
"noise","reduction",2552
"noise","safety",2552
"reduction","projects",2552
"abandoned","building",2489
"report","mold",2489
"nycha","section",2479
"gas","service",2471
"reconnect","gas",2471
"card","information",2438
"damaged","card",2438
"updating","idnyc",2438
"agency","charges",2431
"charges","fees",2431
"identify","theft",2408
"report","identify",2408
"age","3",2404
"developmental","delays",2404
"intervention","services",2404
"public","housing",2358
"eatery","schedule",2347
"nyc","marshal",2328
"branches","shrubs",2318
"lumber","tree",2318
"tree","branches",2318
"damaged","sidewalk",2306
"prepay","tolls",2301
"school","enrollment",2295
"violation","judgment",2283
"recycling","stored",2254
"paratransit","transportation",2239
"health","code",2229
"laws","health",2208
"life","laws",2208
"pay","dispute",2208
"ticket","issued",2208
"violating","quality",2208
"federal","taxes",2203
"person's","trash",2203
"placing","trash",2203
"manhole","cover",2195
"veterans","property",2190
"building","owner",2185
"elected","officials",2184
"fire","hazard",2182
"potential","fire",2182
"federal","elected",2181
"check","application",2180
"nycha","public",2180
"status","learn",2180
"wild","animals",2174
"marriage","license",2172
"blocked","defective",2171
"clogged","blocked",2171
"curb","piece",2171
"counseling","support",2170
"report","domestic",2170
"report","wild",2170
"wildlife","including",2170
"disabilities","living",2131
"city","park",2130
"biking","lane",2104
"loose","debris",2104
"stray","bag",2104
"physical","disabilities",2089
"city","employees",2080
"divorce","judgment",2078
"school","students",2072
"age","18",2068
"affairs","dca",2063
"damaged","noisy",2062
"raised","damaged",2062
"sunken","raised",2062
"2","family",2054
"family","home",2054
"commercial","location",2052
"report","social",2033
"security","fraud",2033
"kindergarten","enrollment",2030
"pre","kindergarten",2030
"birthday","presidents",2021
"february","17th",2021
"monday","february",2021
"presidents","day",2021
"washington's","birthday",2021
"building","smoking",2014
"smoking","policy",2014
"adult","age",1993
"adult","protective",1993
"protective","services",1993
"cigarette","vending",1979
"owner","failing",1979
"report","smoking",1979
"unattended","cigarette",1979
"vending","machine",1979
"columbus","day",1978
"monday","october",1978
"october","14th",1978
"school","program",1978
"insurance","claim",1976
"speed","camera",1976
"unemployment","insurance",1976
"marriage","record",1974
"red","light",1959
"bus","lane",1947
"camera","notice",1943
"lane","red",1943
"liability","nol",1943
"pay","taxes",1940
"taxes","collected",1940
"facility","schedule",1927
"inmate","property",1927
"personal","items",1927
"property","pickup",1927
"january","20th",1915
"jr","day",1915
"king","jr",1915
"luther","king",1915
"martin","luther",1915
"monday","january",1915
"report","telemarketing",1894
"telemarketing","fraud",1894
"age","65",1893
"seniors","age",1893
"february","12th",1886
"lincoln's","birthday",1886
"thanksgiving","day",1886
"thursday","november",1886
"wednesday","february",1886
"access","highway",1884
"disabled","vehicle",1884
"limited","access",1884
"street","limited",1884
"monday","november",1883
"november","11th",1883
"veterans","day",1883
"damaged","painted",1877
"illegally","cut",1877
"employee's","behavior",1870
"sanitation","employee's",1870
"manhattan","residents",1861
"parking","spaces",1861
"term","parking",1861
"found","property",1856
"report","lost",1856
"election","day",1854
"november","5th",1854
"tuesday","november",1854
"recreation","center",1842
"annual","registration",1833
"commercial","spaces",1833
"floor","commercial",1833
"ground","floor",1833
"dead","tree",1832
"standing","dead",1832
"care","providers",1819
"service","company",1817
"public","health",1813
"ambulette","black",1806
"black","cab",1806
"report","bed",1799
"enrollment","coverage",1793
"insurance","program",1793
"commits","fraud",1776
"deceptive","practices",1776
"cell","phone",1774
"november","28th",1765
"exhibitions","public",1757
"festivals","exhibitions",1757
"parades","festivals",1757
"public","meetings",1757
"street","construction",1754
"active","street",1752
"repair","permit",1752
"sidewalk","repair",1752
"care","center",1750
"adults","children",1740
"bugs","fleas",1740
"children","seniors",1740
"fleas","flies",1740
"insurance","programs",1740
"mice","bed",1740
"report","mice",1740
"private","individuals",1732
"illegal","drugs",1706
"accessing","city",1705
"city","programs",1705
"services","report",1705
"report","broken",1701
"animal","waste",1691
"report","dog",1691
"street","sidewalk",1691
"normal","process",1689
"domestic","animals",1685
"including","traffic",1683
"sidewalk","including",1683
"compliance","filings",1674
"filings","inspection",1674
"inspection","requests",1674
"job","filings",1674
"license","applications",1674
"renewals","online",1674
"requests","compliance",1674
"submitting","job",1674
"rent","freeze",1663
"including","medical",1655
"medical","concerns",1655
"shelter","system",1655
"kidnapped","check",1640
"missing","abducted",1640
"missing","person",1640
"care","professionals",1634
"federal","jury",1628
"jury","duty",1628
"accessible","taxi",1619
"court","including",1619
"family","court",1619
"including","locations",1619
"wheelchair","accessible",1619
"center","licensing",1612
"licensing","operation",1612
"broken","equipment",1593
"equipment","unclean",1593
"park","pool",1593
"pool","recreation",1593
"unclean","conditions",1593
"health","related",1589
"electric","service",1588
"reconnect","electric",1588
"cable","service",1585
"telephone","internet",1585
"court","document",1584
"request","maintenance",1579
"route","complaints",1579
"hpd","section",1577
"lost","property",1563
"police","report",1563
"electric","company",1544
"gas","heat",1544
"phone","gas",1544
"round","schedule",1522
"sell","food",1522
"air","conditioner",1517
"business","license",1509
"transportation","options",1505
"garbage","truck",1495
"resources","referrals",1462
"telephone","pole",1460
"licensed","professional",1458
"organics","collections",1456
"chemical","odors",1444
"report","chemical",1444
"stored","safely",1444
"children's","services",1432
"improve","residential",1428
"marriage","certificate",1424
"cable","tv",1422
"internet","provider",1422
"tv","phone",1422
"black","car",1421
"choice","voucher",1421
"hcv","program",1421
"housing","choice",1421
"voucher","hcv",1421
"eligibility","obligations",1407
"obligations","payments",1407
"payments","enforcement",1407
"business","certificates",1379
"certificates","divorce",1379
"court","notary",1379
"divorce","court",1379
"document","maintenance",1379
"notary","verification",1379
"supreme","court",1379
"conditioner","ventilation",1372
"exhaust","device",1372
"ventilation","equipment",1372
"alcohol","addiction",1363
"alcohol","rehab",1363
"drug","alcohol",1363
"facility","complaint",1363
"rehab","facility",1363
"carbon","monoxide",1356
"criminal","mischief",1355
"damaged","property",1355
"mischief","vandalism",1355
"report","criminal",1355
"dirty","water",1343
"taste","dirty",1343
"building","exterior",1340
"cracked","building",1340
"friday","november",1340
"leaning","unstable",1340
"november","29th",1340
"official","holiday",1340
"shaking","vibrating",1340
"vibrating","leaning",1340
"medicare","recipients",1332
"recipients","seniors",1332
"senior","age",1324
"bridge","condition",1317
"bridge","maintenance",1317
"request","bridge",1317
"dca","online",1304
"online","services",1304
"city","planning",1298
"financial","advice",1292
"professional","financial",1292
"social","services",1291
"school","bus",1283
"freeze","issue",1270
"real","property",1263
"locations","hours",1255
"report","damage",1251
"street","caused",1251
"air","quality",1248
"repair","install",1243
"boroughs","report",1241
"newly","planted",1241
"planted","tree",1241
"community","boards",1236
"care","programs",1235
"city","funded",1235
"funded","child",1235
"including","earlylearn",1235
"licensed","child",1235
"programs","including",1235
"phone","offers",1226
"safelink","wireless",1226
"untidy","yard",1224
"yard","alley",1224
"engine","running",1219
"lead","paint",1219
"49th","annual",1210
"city","marathon",1210
"public","library",1207
"airports","airtrain",1198
"ground","transportation",1198
"kennedy","laguardia",1198
"newark","airports",1198
"tax","ubt",1197
"unincorporated","business",1197
"main","shutdowns",1188
"scheduled","water",1188
"water","disruptions",1188
"credit","debt",1183
"money","management",1183
"rabies","dead",1183
"disorderly","person",1178
"block","lot",1175
"borough","block",1175
"lot","bbl",1175
"including","owners",1173
"licensees","including",1173
"owners","taxi",1173
"service","drivers",1173
"taxi","drivers",1173
"taxi","licensees",1173
"care","facility",1158
"care","provider",1158
"facility","child",1158
"appeals","bail",1147
"bail","summonses",1147
"criminal","courts",1147
"hours","arrests",1147
"status","appeals",1147
"violence","services",1147
"employees","report",1145
"employer","violating",1145
"leave","law",1145
"paid","safe",1145
"sick","leave",1145
"kippur","takes",1143
"october","9th",1143
"wednesday","october",1143
"yom","kippur",1143
"sewer","bill",1141
"report","graffiti",1135
"vacant","lot",1134
"clearing","operations",1128
"snow","clearing",1128
"snowy","roadway",1128
"school","district",1121
"enforcement","report",1106
"fire","ambulance",1106
"construction","demolition",1104
"demolition","renovation",1104
"report","dust",1104
"roadwork","construction",1104
"residential","property",1103
"foreign","passports",1100
"passports","visas",1100
"nursing","home",1090
"charitable","educational",1088
"educational","medical",1088
"religious","purposes",1088
"renew","property",1088
"fire","safety",1087
"car","limousine",1076
"commuter","van",1076
"taxi","black",1076
"benefits","pension",1073
"health","benefits",1073
"human","resource",1073
"pension","funds",1073
"resource","issues",1073
"street","highway",1069
"tunnel","closures",1069
"report","improper",1065
"technical","assistance",1060
"exemption","listed",1059
"street","vendor",1059
"chronic","littering",1041
"disabled","rent",1038
"drie","programs",1038
"safety","rules",1037
"school","student",1037
"health","care",1028
"traffic","sign",1028
"report","street",1027
"street","flooding",1027
"smell","coming",1023
"including","visitor",1021
"inmate","including",1021
"rikers","visit",1021
"rules","visiting",1021
"schedule","travel",1021
"travel","directions",1021
"visit","bus",1021
"visiting","schedule",1021
"visitor","rules",1021
"waste","disposal",1019
"litter","basket",1011
"registration","status",1008
"snow","procedures",1008
"snow","snowfall",1008
"snowfall","snow",1008
"protection","issued",997
"disabled","homeowners",995
"neutering","services",993
"spay","neutering",993
"traffic","rules",992
"career","center",991
"workforce1","career",991
"staten","island",987
"commercial","waste",982
"disposal","company",982
"garbage","disposal",982
"improper","garbage",982
"public","litter",977
"replacement","public",973
"online","business",972
"online","service",972
"residential","buildings",972
"adult","learners",965
"continuing","education",965
"education","courses",965
"esl","vocational",965
"exam","preparation",965
"including","ged",965
"learners","including",965
"preparation","esl",965
"tasc","exam",965
"vocational","training",965
"photograph","vehicles",963
"employment","programs",955
"care","assistance",950
"sidewalk","shed",948
"condo","apartment",946
"1910","death",945
"birth","certificates",945
"death","certificates",945
"marriage","records",945
"request","birth",945
"con","edison",940
"dangerous","driving",940
"edison","worksites",940
"report","reckless",940
"submit","questions",940
"handles","disputes",938
"profit","organization",936
"features","activities",935
"national","parks",935
"health","services",932
"hanging","scaffold",930
"pipe","scaffold",930
"scaffold","suspended",930
"business","selling",929
"including","free",929
"divorce","proceedings",927
"health","department",923
"income","families",923
"individual","adults",923
"inspection","procedures",923
"restaurant","inspection",923
"peeling","paint",922
"report","lead",922
"assistance","clients",920
"bus","driver",918
"yellow","school",918
"comparing","plan",914
"medicare","medicaid",914
"plan","choices",914
"understanding","medicare",914
"department","online",906
"online","licenses",906
"building","constructed",905
"letter","dob",905
"hot","meals",903
"meals","clothing",903
"pay","property",903
"people","living",903
"tax","debt",903
"building","exits",901
"fire","escapes",901
"inadequate","building",901
"report","blocked",901
"free","classes",896
"diploma","including",893
"ged","exam",893
"tasc","diploma",893
"public","schools",892
"8","assistance",890
"charter","schools",890
"receiving","section",890
"kindergarten","program",888
"sales","tax",888
"school","kindergarten",888
"lead","exposure",887
"reduce","lead",887
"report","welfare",887
"test","drinking",887
"welfare","fraud",887
"low","cost",886
"expense","statement",881
"including","utilities",881
"income","producing",881
"producing","properties",881
"properties","including",881
"property","income",881
"domestic","partnership",879
"animal","causing",875
"hazardous","condition",875
"animal","care",863
"care","centers",863
"care","services",845
"clinic","offering",842
"nyc","public",842
"car","home",839
"health","car",839
"home","life",839
"insurance","company",839
"property","insurance",839
"enrollment","assistance",833
"insurance","plan",833
"person","enrollment",833
"accident","report",832
"vehicle","accident",832
"anti","skid",831
"missing","anti",831
"noisy","missing",831
"shifted","noisy",831
"skid","material",831
"steel","street",831
"street","plate",831
"add","prune",827
"owner's","expense",827
"phone","service",827
"property","owner's",827
"prune","decorate",827
"service","billing",827
"agency","commissioners",826
"commissioners","deputy",826
"contact","agency",826
"deputy","mayors",826
"foster","care",826
"mayor's","senior",826
"senior","staff",826
"construction","site",824
"school","zones",818
"vehicles","speeding",818
"school","zone",809
"student's","school",809
"zone","based",809
"96th","street",806
"commercial","rent",806
"crt","paid",806
"manhattan","south",806
"rent","tax",806
"tax","crt",806
"dispute","resolution",794
"city","services",785
"stolen","vehicle",782
"site","safety",777
"home","delivery",775
"request","schedule",775
"report","illness",771
"dca","violation",759
"food","certificate",754
"replacement","request",754
"request","status",754
"rules","regulations",754
"training","requirements",754
"hubei","province",751
"province","china",751
"recent","travel",751
"tobacco","products",748
"commercial","building",742
"illegally","removed",737
"parking","lot",737
"report","asbestos",737
"report","missing",730
"management","agency",726
"flu","shot",722
"entitlement","counseling",721
"related","issues",720
"admissions","process",707
"middle","school",707
"tow","truck",705
"construction","project",687
"exhaust","system",682
"illegal","installed",682
"inadequate","ventilation",682
"installed","improperly",682
"report","inadequate",682
"ventilation","inside",682
"cost","immunization",681
"health","tuberculosis",681
"immunization","sexual",681
"offering","free",681
"sexual","health",681
"city's","assessment",680
"property's","market",680
"detector","requirements",678
"monoxide","detector",678
"monoxide","emission",678
"poisoning","learn",678
"report","carbon",678
"tattoo","artist",674
"island","ferry",673
"lawyer","including",673
"unlicensed","lawyer",673
"elected","official",669
"investigates","complaints",669
"hygiene","publication",667
"mental","hygiene",667
"publication","check",667
"money","owed",666
"recovering","money",666
"poison","related",661
"student","records",659
"retrieve","items",657
"sidewalk","gratings",657
"water","meters",657
"water","meter",656
"30","days",654
"vacation","rentals",654
"foreign","country",652
"including","maps",649
"planning","publications",649
"publications","including",649
"request","student",647
"specific","department",646
"adoption","check",644
"adoption","subsidy",644
"care","request",644
"request","assistance",644
"subsidy","payments",644
"arrest","warrant",641
"city","police",641
"street","fair",641
"warrant","issued",641
"hazardous","occupations",640
"information","report",634
"parole","information",634
"parole","officer",634
"parole","violation",634
"adult","vaccinations",629
"businesses","including",626
"laundry","services",621
"home","improvement",620
"ecb","violations",619
"submit","proof",619
"account","system",617
"nyc","schools",617
"schools","account",617
"defer","property",615
"experiencing","hardship",615
"homeowners","experiencing",615
"based","violence",607
"domestic","intimate",607
"elder","abuse",607
"gender","based",607
"intimate","partner",607
"sex","trafficking",607
"stop","center",607
"violence","elder",607
"including","fares",606
"taxis","including",606
"amr","devices",605
"automated","meter",605
"city's","public",605
"meter","reading",605
"reading","amr",605
"bank","credit",602
"credit","union",602
"deposit","company",602
"lending","institution",602
"safe","deposit",602
"union","lending",602
"school","building",600
"employment","verification",598
"government","employees",598
"broken","leaking",593
"frozen","missing",593
"leaking","frozen",593
"window","guards",592
"sewage","leak",591
"city's","traffic",590
"supportive","housing",589
"collect","laundry",587
"city's","clerk",585
"clerk","office",585
"human","resources",579
"resources","administration",579
"truck","driver",578
"rent","payments",573
"building","past",571
"construction","jobs",571
"current","construction",571
"license","status",571
"skilled","trade",571
"trade","license",571
"senior","center",565
"document","issued",562
"york","certified",562
"bike","chained",560
"chained","bike",560
"financial","aid",560
"unusable","chained",560
"immunization","records",550
"care","payments",548
"academic","programs",545
"campus","locations",545
"including","campus",545
"locations","academic",545
"public","university",545
"university","system",545
"nyc","teen",543
"connect","walk",542
"families","includes",542
"includes","youth",542
"people","troubled",542
"teen","website",542
"troubled","youth",542
"youth","connect",542
"online","tool",539
"city","beach",537
"motor","vehicle",533
"communicable","disease",529
"industrial","properties",529
"business","opportunities",521
"city","including",519
"contracts","programs",519
"dust","due",519
"including","contracts",519
"lead","dust",519
"paint","peeling",519
"programs","payments",519
"fraud","involving",518
"income","sales",518
"involving","sales",518
"payroll","cigarette",518
"personal","income",518
"report","tax",518
"sales","payroll",518
"tax","evasion",518
"report","smoke",515
"garbage","collection",513
"including","businesses",513
"payroll","information",513
"business","garbage",503
"construction","projects",503
"public","trash",503
"department","request",502
"education","speaker",502
"safety","education",502
"anti","bullying",500
"bullying","assistance",500
"report","school",500
"school","bullying",500
"height","limit",498
"limit","missing",498
"medical","care",498
"quit","smoking",492
"activity","assault",490
"city","employee",490
"illegal","activity",490
"suspected","wrongdoing",490
"report","people",488
"mta","transit",487
"transit","ticket",487
"install","radiation",485
"radiation","equipment",485
"cover","future",484
"future","costs",484
"properly","secured",484
"repair","service",484
"service","lines",484
"care","record",483
"ambulance","bill",478
"building","owners",478
"department","emergency",478
"emergency","medical",478
"medical","services",478
"services","ems",478
"land","data",477
"paternity","form",477
"perform","construction",477
"vacant","land",477
"rent","security",476
"security","deposit",476
"building","floor",473
"floor","plans",473
"unknown","source",470
"died","adoptions",469
"handles","wills",469
"wills","estates",469
"lead","poisoning",468
"criminal","history",467
"attorney","records",463
"criminal","court",463
"district","attorney",463
"history","searches",463
"past","criminal",463
"request","past",463
"orthodontic","services",456
"report","waste",456
"waste","leaking",456
"home","repair",451
"hump","installation",451
"installation","repair",451
"request","speed",451
"speed","bump",451
"vacant","building",449
"medical","exam",448
"school","medical",448
"legal","papers",447
"serving","legal",447
"including","cigarettes",445
"products","including",445
"sell","tobacco",445
"assistance","programs",441
"construction","material",441
"funeral","expenses",441
"mentally","ill",441
"request","financial",441
"store","construction",441
"bus","stop",440
"health","hazards",440
"criminal","fingerprints",436
"reduce","reuse",434
"medical","appointments",433
"electronic","cigarettes",428
"including","syringes",426
"medical","waste",426
"shots","required",426
"waste","including",426
"violation","issue",419
"benefit","programs",418
"occupancy","residential",418
"residential","facility",418
"city","sanitation",417
"damage","involving",417
"property","drainpipe",417
"snow","plow",417
"truck","snow",417
"service","requests",415
"service","dogs",413
"city","fire",412
"fire","code",412
"missing","faded",410
"obscured","traffic",410
"traffic","lines",410
"administrative","code",409
